,Unnamed: 0,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban
5005,6876,1.0,1900-01-01 17:15:00,1900-01-01 17:30:00,6,1,0,29,12.1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5006,6878,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,3,0,0,21,19.5,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0
5007,6880,1.0,1900-01-01 17:55:00,1900-01-01 18:00:00,2,0,0,20,26.8,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
5008,6881,1.0,1900-01-01 08:45:00,1900-01-01 08:50:00,4,0,0,13,2.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5009,6883,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,0,0,0,26,26.1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5010,6884,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,0,0,0,45,15.3,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1
5011,6885,1.0,1900-01-01 14:55:00,1900-01-01 15:00:00,3,0,0,14,12.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5012,6887,0.0,1900-01-01 20:15:00,1900-01-01 20:25:00,2,0,0,25,34.3,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0
5013,6888,0.0,1900-01-01 17:25:00,1900-01-01 17:35:00,1,0,0,25,10.6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1
5014,6889,1.0,1900-01-01 11:25:00,1900-01-01 11:40:00,2,0,0,28,4.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5015,6890,1.0,1900-01-01 21:20:00,1900-01-01 21:30:00,2,0,0,31,9.6,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5016,6892,1.0,1900-01-01 20:15:00,1900-01-01 20:25:00,1,0,0,25,11.8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0
5017,6893,0.0,1900-01-01 11:20:00,1900-01-01 11:30:00,3,0,0,35,4.7,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5018,6896,1.0,1900-01-01 21:30:00,1900-01-01 21:40:00,0,0,0,25,17.1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5019,6899,3.0,1900-01-01 19:45:00,1900-01-01 20:00:00,3,0,0,54,20.1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0
5020,6901,0.0,1900-01-01 22:15:00,1900-01-01 22:30:00,6,1,0,28,23.1,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,1
5021,6902,1.0,1900-01-01 23:30:00,1900-01-01 23:35:00,3,0,0,21,21.7,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
5022,6904,1.0,1900-01-01 17:10:00,1900-01-01 17:20:00,0,0,0,22,27.9,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
5023,6905,1.0,1900-01-01 21:20:00,1900-01-01 21:35:00,6,1,0,26,16.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5024,6906,1.0,1900-01-01 13:45:00,1900-01-01 14:00:00,1,0,0,26,12.0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0
5025,6908,0.0,1900-01-01 18:15:00,1900-01-01 18:20:00,0,0,0,29,28.2,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0
5026,6909,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,1,0,0,16,9.4,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0
5027,6910,1.0,1900-01-01 08:40:00,1900-01-01 08:45:00,1,0,0,15,4.3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5028,6913,1.0,1900-01-01 17:30:00,1900-01-01 17:40:00,2,0,0,34,35.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5029,6914,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,0,0,0,25,15.6,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5030,6915,0.0,1900-01-01 20:10:00,1900-01-01 20:15:00,6,1,0,38,33.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
5031,6916,0.0,1900-01-01 08:35:00,1900-01-01 08:40:00,1,0,0,22,3.9,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
5032,6917,0.0,1900-01-01 10:30:00,1900-01-01 10:45:00,1,0,0,23,5.3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5033,6918,1.0,1900-01-01 11:55:00,1900-01-01 12:00:00,5,1,0,25,4.4,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0
5034,6919,1.0,1900-01-01 23:35:00,1900-01-01 23:40:00,4,0,0,23,47.0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
5035,6920,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,2,0,0,42,28.0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5036,6921,0.0,1900-01-01 11:00:00,1900-01-01 11:15:00,6,1,0,17,3.6,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
5037,6922,0.0,1900-01-01 08:15:00,1900-01-01 08:20:00,4,0,0,15,1.8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
5038,6923,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,6,1,0,31,20.7,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5039,6925,0.0,1900-01-01 23:50:00,1900-01-01 00:00:00,3,0,0,27,20.3,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
5040,6926,3.0,1900-01-01 19:35:00,1900-01-01 19:40:00,1,0,0,48,29.6,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
5041,6927,1.0,1900-01-01 10:15:00,1900-01-01 10:20:00,6,1,0,28,5.1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
5042,6928,1.0,1900-01-01 09:10:00,1900-01-01 09:15:00,4,0,0,27,4.4,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
5043,6929,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,1,0,0,17,19.2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
5044,6930,1.0,1900-01-01 12:50:00,1900-01-01 13:00:00,0,0,0,35,10.9,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0
5045,6931,0.0,1900-01-01 19:15:00,1900-01-01 19:25:00,3,0,0,37,6.3,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0
5046,6932,1.0,1900-01-01 18:00:00,1900-01-01 18:10:00,6,1,0,21,25.5,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0
5047,6933,1.0,1900-01-01 20:30:00,1900-01-01 20:40:00,4,0,0,31,28.9,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
5048,6935,0.0,1900-01-01 22:30:00,1900-01-01 22:40:00,4,0,0,18,23.9,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
5049,6936,0.0,1900-01-01 09:15:00,1900-01-01 09:20:00,1,0,0,11,5.3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0
5050,6938,0.0,1900-01-01 08:55:00,1900-01-01 09:10:00,2,0,0,16,3.4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
5051,6940,1.0,1900-01-01 19:55:00,1900-01-01 20:05:00,3,0,0,33,12.6,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0
5052,6941,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,6,1,0,41,21.2,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
5053,6942,0.0,1900-01-01 12:25:00,1900-01-01 12:35:00,6,1,0,32,10.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5054,6944,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,4,0,0,30,30.7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5055,6946,1.0,1900-01-01 08:10:00,1900-01-01 08:20:00,3,0,0,16,9.2,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
5056,6948,0.0,1900-01-01 20:50:00,1900-01-01 21:05:00,2,0,0,19,10.9,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0
5057,6949,1.0,1900-01-01 09:40:00,1900-01-01 09:45:00,6,1,0,22,1.8,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1
5058,6950,1.0,1900-01-01 08:35:00,1900-01-01 08:40:00,6,1,0,17,2.1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5059,6952,1.0,1900-01-01 14:40:00,1900-01-01 14:45:00,2,0,0,19,12.8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5060,6953,1.0,1900-01-01 17:15:00,1900-01-01 17:30:00,1,0,0,28,15.2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5061,6954,0.0,1900-01-01 21:40:00,1900-01-01 21:55:00,1,0,0,30,12.4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5062,6955,1.0,1900-01-01 23:35:00,1900-01-01 23:40:00,4,0,0,43,18.8,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
5063,6956,1.0,1900-01-01 23:50:00,1900-01-01 23:55:00,3,0,0,18,21.5,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0
5064,6957,0.0,1900-01-01 23:35:00,1900-01-01 23:45:00,2,0,0,22,14.8,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
5065,6958,0.0,1900-01-01 13:15:00,1900-01-01 13:25:00,1,0,0,12,11.7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5066,6960,0.0,1900-01-01 20:40:00,1900-01-01 20:45:00,0,0,0,23,28.9,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5067,6961,1.0,1900-01-01 19:25:00,1900-01-01 19:35:00,3,0,0,38,24.4,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0
5068,6963,1.0,1900-01-01 21:20:00,1900-01-01 21:30:00,6,1,0,24,20.4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5069,6964,0.0,1900-01-01 11:25:00,1900-01-01 11:30:00,5,1,0,18,3.9,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
5070,6965,1.0,1900-01-01 10:40:00,1900-01-01 10:45:00,1,0,0,25,4.0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
5071,6967,1.0,1900-01-01 16:40:00,1900-01-01 16:55:00,1,0,0,17,11.3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
5072,6968,1.0,1900-01-01 21:15:00,1900-01-01 21:25:00,2,0,0,31,18.5,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
5073,6969,0.0,1900-01-01 23:40:00,1900-01-01 23:55:00,6,1,0,34,28.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
5074,6970,0.0,1900-01-01 18:15:00,1900-01-01 18:25:00,4,0,1,16,24.0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
5075,6971,1.0,1900-01-01 12:30:00,1900-01-01 12:45:00,1,0,0,28,9.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5076,6972,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,3,0,0,21,8.7,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5077,6973,0.0,1900-01-01 10:40:00,1900-01-01 10:50:00,5,1,0,21,6.2,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
5078,6974,1.0,1900-01-01 19:55:00,1900-01-01 20:05:00,5,1,0,32,18.7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5079,6975,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,0,0,0,47,15.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5080,6976,1.0,1900-01-01 18:20:00,1900-01-01 18:30:00,5,1,0,19,10.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
5081,6977,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,0,0,0,25,12.9,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
5082,6979,0.0,1900-01-01 23:00:00,1900-01-01 23:15:00,3,0,0,18,13.6,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
5083,6982,1.0,1900-01-01 23:20:00,1900-01-01 23:30:00,1,0,0,21,15.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5084,6983,0.0,1900-01-01 17:45:00,1900-01-01 18:00:00,0,0,0,29,13.4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
5085,6984,1.0,1900-01-01 18:45:00,1900-01-01 18:55:00,6,1,0,18,29.1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
5086,6985,1.0,1900-01-01 17:25:00,1900-01-01 17:40:00,1,0,0,27,23.6,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1
5087,6986,1.0,1900-01-01 21:55:00,1900-01-01 22:00:00,1,0,0,22,8.8,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0
5088,6987,0.0,1900-01-01 10:10:00,1900-01-01 10:15:00,6,1,0,13,5.3,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0
5089,6988,1.0,1900-01-01 22:15:00,1900-01-01 22:30:00,6,1,0,27,17.9,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
5090,6989,0.0,1900-01-01 19:55:00,1900-01-01 20:05:00,6,1,0,43,25.1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
5091,6990,1.0,1900-01-01 20:20:00,1900-01-01 20:25:00,6,1,0,36,18.4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5092,6992,1.0,1900-01-01 22:25:00,1900-01-01 22:35:00,5,1,0,43,17.9,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
5093,6993,0.0,1900-01-01 19:00:00,1900-01-01 19:15:00,5,1,0,28,19.9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
5094,6994,2.0,1900-01-01 15:00:00,1900-01-01 15:15:00,1,0,0,39,8.6,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1
5095,6997,0.0,1900-01-01 10:25:00,1900-01-01 10:30:00,1,0,0,16,3.5,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
5096,6998,1.0,1900-01-01 22:20:00,1900-01-01 22:35:00,0,0,0,23,23.3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
5097,7001,1.0,1900-01-01 09:30:00,1900-01-01 09:40:00,0,0,0,28,2.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5098,7004,1.0,1900-01-01 09:15:00,1900-01-01 09:20:00,4,0,0,15,4.2,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1
5099,7005,1.0,1900-01-01 17:30:00,1900-01-01 17:35:00,0,0,0,23,11.2,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,1
5100,7006,1.0,1900-01-01 23:20:00,1900-01-01 23:30:00,4,0,0,18,33.4,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
5101,7009,0.0,1900-01-01 10:40:00,1900-01-01 10:50:00,1,0,0,16,1.7,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
5102,7010,1.0,1900-01-01 08:45:00,1900-01-01 08:55:00,4,0,0,17,2.1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
5103,7012,1.0,1900-01-01 12:15:00,1900-01-01 12:30:00,1,0,0,38,9.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5104,7013,1.0,1900-01-01 18:35:00,1900-01-01 18:50:00,6,1,0,30,25.0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
5105,7014,0.0,1900-01-01 11:10:00,1900-01-01 11:20:00,5,1,0,28,6.8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
5106,7015,1.0,1900-01-01 11:30:00,1900-01-01 11:45:00,5,1,0,28,5.2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0
5107,7017,1.0,1900-01-01 22:45:00,1900-01-01 22:55:00,5,1,0,24,21.4,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5108,7018,0.0,1900-01-01 19:50:00,1900-01-01 20:05:00,1,0,0,45,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5109,7020,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,4,0,0,36,23.4,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
5110,7021,1.0,1900-01-01 17:40:00,1900-01-01 17:50:00,0,0,0,16,18.6,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1
5111,7023,1.0,1900-01-01 17:50:00,1900-01-01 18:05:00,5,1,0,23,14.9,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0
5112,7024,1.0,1900-01-01 20:55:00,1900-01-01 21:05:00,3,0,0,34,24.4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
5113,7026,1.0,1900-01-01 11:00:00,1900-01-01 11:10:00,3,0,0,25,2.5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
5114,7027,1.0,1900-01-01 21:00:00,1900-01-01 21:10:00,4,0,0,32,6.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5115,7028,1.0,1900-01-01 17:40:00,1900-01-01 17:55:00,3,0,0,22,12.7,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
5116,7029,1.0,1900-01-01 21:40:00,1900-01-01 21:55:00,4,0,0,24,14.5,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
5117,7031,1.0,1900-01-01 19:15:00,1900-01-01 19:25:00,3,0,0,25,16.9,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5118,7033,1.0,1900-01-01 08:20:00,1900-01-01 08:25:00,2,0,0,19,5.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5119,7034,1.0,1900-01-01 18:10:00,1900-01-01 18:25:00,6,1,0,21,10.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
5120,7035,1.0,1900-01-01 09:45:00,1900-01-01 10:00:00,1,0,0,20,3.4,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
5121,7036,1.0,1900-01-01 23:30:00,1900-01-01 23:40:00,4,0,0,20,19.1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
5122,7038,1.0,1900-01-01 22:30:00,1900-01-01 22:35:00,0,0,0,29,22.0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
5123,7039,1.0,1900-01-01 17:50:00,1900-01-01 18:05:00,5,1,0,26,18.9,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0
5124,7041,1.0,1900-01-01 10:00:00,1900-01-01 10:05:00,2,0,0,11,4.3,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
5125,7042,0.0,1900-01-01 21:50:00,1900-01-01 21:55:00,3,0,0,13,9.0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,1
5126,7043,1.0,1900-01-01 17:10:00,1900-01-01 17:25:00,2,0,0,41,23.3,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0
5127,7044,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,3,0,0,33,18.2,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1
5128,7046,1.0,1900-01-01 23:55:00,1900-01-01 00:05:00,0,0,0,25,15.7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
5129,7047,1.0,1900-01-01 20:25:00,1900-01-01 20:40:00,2,0,0,36,18.4,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5130,7048,1.0,1900-01-01 21:55:00,1900-01-01 22:05:00,5,1,0,17,7.4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5131,7050,1.0,1900-01-01 11:35:00,1900-01-01 11:45:00,1,0,0,30,20.1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
5132,7051,1.0,1900-01-01 21:50:00,1900-01-01 22:05:00,6,1,0,41,21.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0
5133,7052,0.0,1900-01-01 10:35:00,1900-01-01 10:50:00,0,0,0,16,2.3,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,1
5134,7053,0.0,1900-01-01 18:45:00,1900-01-01 18:55:00,1,0,0,26,7.3,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0
5135,7055,1.0,1900-01-01 19:15:00,1900-01-01 19:30:00,6,1,0,33,15.9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
5136,7056,1.0,1900-01-01 11:15:00,1900-01-01 11:30:00,3,0,0,28,3.4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5137,7057,1.0,1900-01-01 18:55:00,1900-01-01 19:05:00,5,1,0,36,29.5,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0
5138,7058,1.0,1900-01-01 08:45:00,1900-01-01 08:55:00,0,0,0,12,5.1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0
5139,7059,0.0,1900-01-01 22:10:00,1900-01-01 22:20:00,0,0,0,18,13.3,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
5140,7060,0.0,1900-01-01 21:50:00,1900-01-01 22:00:00,4,0,1,34,23.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5141,7061,0.0,1900-01-01 19:25:00,1900-01-01 19:35:00,6,1,0,34,23.9,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0
5142,7062,1.0,1900-01-01 11:40:00,1900-01-01 11:45:00,3,0,0,20,5.8,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0
5143,7063,1.0,1900-01-01 23:35:00,1900-01-01 23:45:00,6,1,0,24,23.4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
5144,7064,1.0,1900-01-01 14:00:00,1900-01-01 14:05:00,5,1,0,31,16.9,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0
5145,7066,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,3,0,0,23,6.3,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0
5146,7067,1.0,1900-01-01 20:55:00,1900-01-01 21:00:00,1,0,0,24,35.1,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
5147,7068,0.0,1900-01-01 09:10:00,1900-01-01 09:20:00,3,0,0,15,3.6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
5148,7070,0.0,1900-01-01 21:20:00,1900-01-01 21:25:00,6,1,0,16,11.2,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0
5149,7072,0.0,1900-01-01 15:20:00,1900-01-01 15:35:00,1,0,0,25,8.7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
5150,7073,1.0,1900-01-01 23:20:00,1900-01-01 23:35:00,2,0,0,20,10.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5151,7074,0.0,1900-01-01 19:20:00,1900-01-01 19:35:00,6,1,0,19,21.4,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5152,7076,0.0,1900-01-01 09:40:00,1900-01-01 09:45:00,6,1,0,19,5.8,0,0,1,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0
