,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban,hour,time_hour,식사
902,1.0,1900-01-01 08:40:00,1900-01-01 08:50:00,2,0,0,25,4.5,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,8,no식사,0
903,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,0,0,0,18,15.5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,22,no식사,0
904,1.0,1900-01-01 21:40:00,1900-01-01 21:55:00,2,0,0,20,12.2,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,21,식사,1
905,1.0,1900-01-01 10:50:00,1900-01-01 10:55:00,2,0,0,23,2.5,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,10,no식사,0
906,1.0,1900-01-01 20:35:00,1900-01-01 20:40:00,2,0,0,27,9.6,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,20,식사,1
907,1.0,1900-01-01 10:00:00,1900-01-01 10:15:00,1,0,0,20,10.3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,10,no식사,0
908,1.0,1900-01-01 19:10:00,1900-01-01 19:15:00,1,0,0,29,21.8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,19,식사,1
909,1.0,1900-01-01 23:10:00,1900-01-01 23:20:00,6,1,0,22,20.4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,23,no식사,0
911,1.0,1900-01-01 20:35:00,1900-01-01 20:40:00,3,0,0,20,10.9,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,20,식사,1
912,1.0,1900-01-01 19:25:00,1900-01-01 19:35:00,2,0,0,38,24.6,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19,식사,1
913,1.0,1900-01-01 23:25:00,1900-01-01 23:35:00,4,0,1,20,19.4,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,23,no식사,0
914,1.0,1900-01-01 09:10:00,1900-01-01 09:20:00,1,0,0,26,4.3,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,9,no식사,0
915,1.0,1900-01-01 23:30:00,1900-01-01 23:40:00,2,0,0,16,19.6,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
916,1.0,1900-01-01 21:45:00,1900-01-01 21:50:00,0,0,0,29,22.1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,21,식사,1
917,1.0,1900-01-01 19:55:00,1900-01-01 20:00:00,2,0,0,35,32.9,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,19,식사,1
918,1.0,1900-01-01 17:25:00,1900-01-01 17:30:00,1,0,0,19,18.2,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
919,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,4,0,0,20,10.6,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20,식사,1
920,1.0,1900-01-01 17:20:00,1900-01-01 17:25:00,4,0,0,21,17.5,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,17,식사,1
921,1.0,1900-01-01 20:15:00,1900-01-01 20:30:00,6,1,0,38,15.1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,20,식사,1
922,1.0,1900-01-01 20:00:00,1900-01-01 20:15:00,1,0,0,28,27.7,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,20,식사,1
923,1.0,1900-01-01 23:50:00,1900-01-01 00:05:00,6,1,0,36,19.4,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
924,1.0,1900-01-01 09:15:00,1900-01-01 09:20:00,0,0,0,24,5.4,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,9,no식사,0
925,1.0,1900-01-01 10:25:00,1900-01-01 10:40:00,6,1,0,19,5.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,10,no식사,0
926,1.0,1900-01-01 23:50:00,1900-01-01 00:05:00,3,0,0,24,14.5,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,23,no식사,0
927,1.0,1900-01-01 10:10:00,1900-01-01 10:25:00,3,0,0,14,5.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,10,no식사,0
928,1.0,1900-01-01 18:15:00,1900-01-01 18:25:00,2,0,0,32,9.1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,18,식사,1
929,1.0,1900-01-01 20:20:00,1900-01-01 20:30:00,3,0,0,27,8.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,20,식사,1
930,1.0,1900-01-01 22:35:00,1900-01-01 22:45:00,2,0,0,16,10.3,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,22,no식사,0
931,1.0,1900-01-01 09:20:00,1900-01-01 09:25:00,0,0,0,26,4.0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,9,no식사,0
932,1.0,1900-01-01 11:25:00,1900-01-01 11:30:00,6,1,0,27,5.3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,11,식사,1
933,1.0,1900-01-01 23:30:00,1900-01-01 23:40:00,3,0,0,20,20.1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,23,no식사,0
934,1.0,1900-01-01 09:25:00,1900-01-01 09:35:00,0,0,0,25,4.2,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,9,no식사,0
935,1.0,1900-01-01 14:45:00,1900-01-01 14:50:00,5,1,0,34,8.2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,14,식사,1
936,1.0,1900-01-01 22:55:00,1900-01-01 23:10:00,2,0,0,22,32.4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
937,1.0,1900-01-01 09:35:00,1900-01-01 09:50:00,3,0,0,25,4.0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,9,no식사,0
938,1.0,1900-01-01 19:20:00,1900-01-01 19:30:00,4,0,0,17,17.8,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,0,1,0,1,0,0,19,식사,1
939,2.0,1900-01-01 21:25:00,1900-01-01 21:40:00,3,0,0,43,17.3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,21,식사,1
940,1.0,1900-01-01 19:40:00,1900-01-01 19:55:00,0,0,0,29,32.9,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,19,식사,1
941,1.0,1900-01-01 14:20:00,1900-01-01 14:35:00,2,0,0,31,10.7,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,14,식사,1
942,1.0,1900-01-01 10:15:00,1900-01-01 10:25:00,1,0,0,10,6.2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,10,no식사,0
944,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,4,0,1,43,38.5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,23,no식사,0
945,1.0,1900-01-01 16:45:00,1900-01-01 17:00:00,3,0,0,17,14.2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,16,no식사,0
946,1.0,1900-01-01 09:30:00,1900-01-01 09:45:00,0,0,0,26,4.3,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,9,no식사,0
947,1.0,1900-01-01 15:00:00,1900-01-01 15:05:00,3,0,0,14,12.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,15,no식사,0
948,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,0,0,0,28,23.2,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,20,식사,1
949,1.0,1900-01-01 22:45:00,1900-01-01 22:50:00,0,0,0,39,17.5,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,22,no식사,0
951,1.0,1900-01-01 00:00:00,1900-01-01 00:10:00,0,0,0,22,22.4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,no식사,0
952,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,0,0,0,25,18.8,0,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,19,식사,1
953,1.0,1900-01-01 17:35:00,1900-01-01 17:45:00,6,1,0,33,34.7,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
954,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,3,0,0,23,24.1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,18,식사,1
955,1.0,1900-01-01 18:10:00,1900-01-01 18:25:00,4,0,1,34,21.1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,18,식사,1
956,1.0,1900-01-01 08:25:00,1900-01-01 08:30:00,5,1,0,26,11.9,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,8,no식사,0
957,1.0,1900-01-01 21:50:00,1900-01-01 22:00:00,2,0,0,25,10.6,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,21,식사,1
958,2.0,1900-01-01 18:50:00,1900-01-01 19:05:00,0,0,0,44,16.7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,18,식사,1
959,1.0,1900-01-01 08:55:00,1900-01-01 09:10:00,1,0,0,23,2.0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,8,no식사,0
961,1.0,1900-01-01 19:15:00,1900-01-01 19:25:00,6,1,0,45,20.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,19,식사,1
962,1.0,1900-01-01 10:00:00,1900-01-01 10:15:00,3,0,0,21,6.6,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,10,no식사,0
963,1.0,1900-01-01 09:40:00,1900-01-01 09:55:00,6,1,0,22,3.2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,9,no식사,0
964,1.0,1900-01-01 22:25:00,1900-01-01 22:35:00,5,1,0,24,24.6,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,22,no식사,0
965,1.0,1900-01-01 08:30:00,1900-01-01 08:35:00,3,0,0,21,2.0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,8,no식사,0
966,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,5,1,0,47,16.8,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
967,1.0,1900-01-01 18:00:00,1900-01-01 18:05:00,6,1,0,31,20.7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18,식사,1
968,3.0,1900-01-01 17:35:00,1900-01-01 17:45:00,2,0,0,47,19.3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,17,식사,1
969,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,6,1,0,25,14.5,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,18,식사,1
970,1.0,1900-01-01 15:35:00,1900-01-01 15:45:00,5,1,0,32,7.9,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,1,0,1,0,0,15,no식사,0
971,1.0,1900-01-01 08:20:00,1900-01-01 08:25:00,6,1,0,17,4.0,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,8,no식사,0
972,1.0,1900-01-01 20:25:00,1900-01-01 20:35:00,2,0,0,28,16.0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,20,식사,1
973,1.0,1900-01-01 22:45:00,1900-01-01 22:50:00,2,0,0,22,11.3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
974,1.0,1900-01-01 13:30:00,1900-01-01 13:45:00,1,0,0,18,9.1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,13,식사,1
975,1.0,1900-01-01 19:45:00,1900-01-01 19:50:00,6,1,0,43,13.9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,19,식사,1
976,1.0,1900-01-01 19:10:00,1900-01-01 19:20:00,5,1,0,26,13.0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,19,식사,1
977,1.0,1900-01-01 16:55:00,1900-01-01 17:05:00,0,0,0,11,16.4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,16,no식사,0
978,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,5,1,0,27,19.2,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,20,식사,1
979,1.0,1900-01-01 21:45:00,1900-01-01 21:50:00,0,0,0,54,37.3,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,1,0,0,21,식사,1
980,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,3,0,0,25,12.1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,21,식사,1
981,2.0,1900-01-01 16:00:00,1900-01-01 16:15:00,3,0,0,36,7.6,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,16,no식사,0
982,1.0,1900-01-01 08:45:00,1900-01-01 08:55:00,3,0,0,18,2.0,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,8,no식사,0
983,1.0,1900-01-01 22:50:00,1900-01-01 22:55:00,0,0,0,21,34.4,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,22,no식사,0
984,1.0,1900-01-01 19:55:00,1900-01-01 20:10:00,5,1,0,27,14.1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,0,0,19,식사,1
985,1.0,1900-01-01 17:30:00,1900-01-01 17:35:00,1,0,0,28,6.7,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,17,식사,1
986,1.0,1900-01-01 21:35:00,1900-01-01 21:40:00,5,1,0,29,6.5,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,1,0,1,0,0,21,식사,1
987,1.0,1900-01-01 09:15:00,1900-01-01 09:30:00,4,0,0,16,2.9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,9,no식사,0
988,1.0,1900-01-01 20:55:00,1900-01-01 21:05:00,0,0,0,20,15.3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,20,식사,1
989,1.0,1900-01-01 17:15:00,1900-01-01 17:25:00,1,0,0,31,9.1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,17,식사,1
990,1.0,1900-01-01 10:15:00,1900-01-01 10:30:00,6,1,0,22,5.0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,10,no식사,0
991,1.0,1900-01-01 21:55:00,1900-01-01 22:05:00,4,0,0,44,14.2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21,식사,1
992,1.0,1900-01-01 20:25:00,1900-01-01 20:30:00,2,0,0,36,10.7,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,20,식사,1
993,1.0,1900-01-01 18:45:00,1900-01-01 19:00:00,0,0,0,34,11.2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,18,식사,1
994,1.0,1900-01-01 20:00:00,1900-01-01 20:10:00,4,0,0,37,17.9,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,20,식사,1
995,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,6,1,0,20,16.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,no식사,0
996,1.0,1900-01-01 20:30:00,1900-01-01 20:35:00,1,0,0,16,13.2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,20,식사,1
997,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,2,0,0,20,11.2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,18,식사,1
998,1.0,1900-01-01 21:00:00,1900-01-01 21:10:00,0,0,0,26,17.7,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,21,식사,1
999,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,4,0,0,20,16.7,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,22,no식사,0
1000,1.0,1900-01-01 22:20:00,1900-01-01 22:25:00,2,0,0,21,24.1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,22,no식사,0
1001,1.0,1900-01-01 18:20:00,1900-01-01 18:30:00,1,0,0,23,18.4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,18,식사,1
1002,1.0,1900-01-01 14:20:00,1900-01-01 14:25:00,1,0,0,17,12.0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,14,식사,1
1003,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,3,0,0,22,24.9,0,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,23,no식사,0
1004,1.0,1900-01-01 19:40:00,1900-01-01 19:45:00,4,0,0,42,14.3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,19,식사,1
1005,1.0,1900-01-01 16:25:00,1900-01-01 16:40:00,6,1,0,28,8.8,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,16,no식사,0
1006,1.0,1900-01-01 17:55:00,1900-01-01 18:05:00,6,1,0,18,22.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,17,식사,1
1007,1.0,1900-01-01 08:30:00,1900-01-01 08:35:00,2,0,0,17,1.7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,8,no식사,0
1008,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,6,1,0,17,9.3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,18,식사,1
1009,1.0,1900-01-01 22:30:00,1900-01-01 22:40:00,5,1,0,25,17.9,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,22,no식사,0
1010,1.0,1900-01-01 20:15:00,1900-01-01 20:25:00,2,0,0,46,7.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,20,식사,1
1011,1.0,1900-01-01 20:45:00,1900-01-01 21:00:00,4,0,0,22,29.4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,20,식사,1
1012,1.0,1900-01-01 18:20:00,1900-01-01 18:30:00,2,0,0,38,20.1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,18,식사,1
1013,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,3,0,0,12,16.4,0,1,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,1,18,식사,1
1014,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,3,0,0,26,14.1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,21,식사,1
1015,1.0,1900-01-01 21:00:00,1900-01-01 21:05:00,4,0,0,35,25.2,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,21,식사,1
1016,1.0,1900-01-01 09:30:00,1900-01-01 09:35:00,1,0,0,15,4.0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,9,no식사,0
1017,1.0,1900-01-01 09:20:00,1900-01-01 09:30:00,2,0,0,21,1.9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,9,no식사,0
1018,1.0,1900-01-01 16:10:00,1900-01-01 16:20:00,3,0,0,36,9.0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,16,no식사,0
1019,1.0,1900-01-01 18:35:00,1900-01-01 18:45:00,2,0,0,37,19.3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,18,식사,1
1020,1.0,1900-01-01 08:15:00,1900-01-01 08:30:00,0,0,0,17,6.2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,8,no식사,0
1021,2.0,1900-01-01 21:55:00,1900-01-01 22:10:00,5,1,0,39,18.8,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,21,식사,1
1022,1.0,1900-01-01 12:00:00,1900-01-01 12:10:00,4,0,0,27,1.9,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,12,식사,1
1023,1.0,1900-01-01 23:15:00,1900-01-01 23:25:00,6,1,0,24,20.1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
1024,1.0,1900-01-01 12:40:00,1900-01-01 12:45:00,1,0,0,20,17.1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,12,식사,1
1025,1.0,1900-01-01 21:40:00,1900-01-01 21:50:00,2,0,0,34,14.7,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21,식사,1
1026,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,0,0,0,26,12.1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,19,식사,1
1027,1.0,1900-01-01 21:40:00,1900-01-01 21:45:00,6,1,0,49,27.8,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,1,1,0,0,21,식사,1
1028,1.0,1900-01-01 19:45:00,1900-01-01 19:50:00,0,0,0,41,38.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,19,식사,1
1029,1.0,1900-01-01 22:35:00,1900-01-01 22:45:00,0,0,0,29,25.3,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,22,no식사,0
1030,2.0,1900-01-01 21:10:00,1900-01-01 21:15:00,0,0,0,47,27.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,21,식사,1
1031,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,5,1,0,27,13.0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,20,식사,1
1032,1.0,1900-01-01 08:10:00,1900-01-01 08:20:00,6,1,0,32,5.8,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,8,no식사,0
1033,1.0,1900-01-01 21:00:00,1900-01-01 21:15:00,0,0,0,32,11.9,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,21,식사,1
1034,1.0,1900-01-01 23:55:00,1900-01-01 00:05:00,0,0,0,28,16.5,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,23,no식사,0
1035,1.0,1900-01-01 16:45:00,1900-01-01 16:55:00,2,0,0,24,11.6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,16,no식사,0
1036,1.0,1900-01-01 23:10:00,1900-01-01 23:25:00,3,0,0,26,36.6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,23,no식사,0
1037,1.0,1900-01-01 21:45:00,1900-01-01 21:55:00,1,0,0,35,19.6,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,21,식사,1
1038,1.0,1900-01-01 22:15:00,1900-01-01 22:30:00,2,0,0,24,22.5,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
1039,1.0,1900-01-01 23:45:00,1900-01-01 00:00:00,6,1,0,27,10.5,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,0,23,no식사,0
1040,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,4,0,0,24,25.2,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,1,0,0,19,식사,1
1041,1.0,1900-01-01 20:45:00,1900-01-01 20:50:00,1,0,0,15,12.3,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,1,0,0,0,1,0,0,20,식사,1
1042,1.0,1900-01-01 23:00:00,1900-01-01 23:10:00,4,0,0,16,28.7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,23,no식사,0
1043,1.0,1900-01-01 19:50:00,1900-01-01 19:55:00,4,0,0,12,21.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,19,식사,1
1044,1.0,1900-01-01 20:15:00,1900-01-01 20:25:00,5,1,0,36,13.9,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,20,식사,1
1045,1.0,1900-01-01 17:15:00,1900-01-01 17:30:00,1,0,0,25,16.3,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,17,식사,1
1046,1.0,1900-01-01 16:30:00,1900-01-01 16:35:00,1,0,0,30,10.2,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,16,no식사,0
1047,1.0,1900-01-01 22:25:00,1900-01-01 22:40:00,4,0,0,24,21.0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,22,no식사,0
