,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,multiple_deliveries,e_Time_Orderd,e_Time_Order_picked,weekday,weekend,holiday,Time_taken (min),distance,Weather conditions_Cloudy,Weather conditions_Fog,Weather conditions_Sandstorms,Weather conditions_Stormy,Weather conditions_Sunny,Weather conditions_Windy,Road_traffic_density_High,Road_traffic_density_Jam,Road_traffic_density_Low,Road_traffic_density_Medium,Vehicle_condition,Type_of_order_Buffet,Type_of_order_Drinks,Type_of_order_Meal,Type_of_order_Snack,Type_of_vehicle_electric_scooter,Type_of_vehicle_motorcycle,Type_of_vehicle_scooter,Festival,City_Metropolitian,City_Semi-Urban,City_Urban,hour,time_hour,no식사,식사
494,751,751,1014,1.0,1900-01-01 11:20:00,1900-01-01 11:25:00,5,1,0,30,8.0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,11,식사,0,1
495,752,752,1017,1.0,1900-01-01 09:00:00,1900-01-01 09:10:00,6,1,0,16,3.6,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,1,0,0,0,1,0,0,9,no식사,1,0
496,753,753,1018,1.0,1900-01-01 17:35:00,1900-01-01 17:40:00,6,1,0,34,23.8,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
497,754,754,1019,1.0,1900-01-01 18:55:00,1900-01-01 19:00:00,5,1,0,24,7.9,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,18,식사,0,1
498,755,755,1020,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,2,0,0,38,17.9,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
499,756,756,1023,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,4,0,0,32,17.4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,22,no식사,1,0
500,757,757,1024,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,5,1,0,14,7.1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,1,18,식사,0,1
501,758,758,1025,1.0,1900-01-01 08:50:00,1900-01-01 09:00:00,2,0,0,18,7.7,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,8,no식사,1,0
502,760,760,1027,1.0,1900-01-01 23:00:00,1900-01-01 23:10:00,6,1,0,15,19.5,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,23,no식사,1,0
503,761,761,1029,1.0,1900-01-01 12:20:00,1900-01-01 12:35:00,6,1,0,29,11.7,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,12,식사,0,1
504,763,763,1032,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,4,0,0,30,27.5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
505,764,764,1033,1.0,1900-01-01 18:20:00,1900-01-01 18:30:00,4,0,0,28,18.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,18,식사,0,1
506,765,765,1034,1.0,1900-01-01 20:55:00,1900-01-01 21:10:00,0,0,0,30,20.7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,20,식사,0,1
507,766,766,1035,1.0,1900-01-01 23:45:00,1900-01-01 23:55:00,3,0,0,17,15.9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,23,no식사,1,0
508,767,767,1036,1.0,1900-01-01 16:10:00,1900-01-01 16:15:00,1,0,0,23,13.4,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,16,no식사,1,0
509,770,770,1039,1.0,1900-01-01 08:30:00,1900-01-01 08:45:00,6,1,0,18,1.8,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,8,no식사,1,0
510,771,771,1040,1.0,1900-01-01 22:15:00,1900-01-01 22:30:00,4,0,0,17,20.2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,22,no식사,1,0
511,772,772,1041,1.0,1900-01-01 18:50:00,1900-01-01 18:55:00,4,0,1,28,18.9,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,18,식사,0,1
512,773,773,1044,1.0,1900-01-01 14:50:00,1900-01-01 14:55:00,4,0,0,39,11.8,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,14,식사,0,1
513,776,776,1047,1.0,1900-01-01 18:15:00,1900-01-01 18:30:00,4,0,0,26,14.5,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,18,식사,0,1
514,779,779,1052,1.0,1900-01-01 20:00:00,1900-01-01 20:05:00,2,0,0,42,30.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20,식사,0,1
515,780,780,1053,1.0,1900-01-01 20:40:00,1900-01-01 20:45:00,0,0,0,37,16.3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,20,식사,0,1
516,781,781,1054,1.0,1900-01-01 00:00:00,1900-01-01 00:15:00,6,1,0,14,24.1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,no식사,1,0
517,782,782,1056,1.0,1900-01-01 12:40:00,1900-01-01 12:50:00,3,0,0,30,8.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,12,식사,0,1
518,786,786,1062,1.0,1900-01-01 22:15:00,1900-01-01 22:25:00,0,0,0,22,16.4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,22,no식사,1,0
519,787,787,1063,1.0,1900-01-01 22:25:00,1900-01-01 22:35:00,6,1,0,42,21.1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,22,no식사,1,0
520,789,789,1065,1.0,1900-01-01 20:45:00,1900-01-01 21:00:00,4,0,0,29,15.8,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,20,식사,0,1
521,790,790,1066,1.0,1900-01-01 20:10:00,1900-01-01 20:15:00,5,1,0,22,17.3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,20,식사,0,1
522,791,791,1068,1.0,1900-01-01 22:45:00,1900-01-01 22:50:00,3,0,0,39,39.5,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,22,no식사,1,0
523,792,792,1069,1.0,1900-01-01 11:25:00,1900-01-01 11:35:00,5,1,0,28,2.4,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,11,식사,0,1
524,794,794,1071,1.0,1900-01-01 09:20:00,1900-01-01 09:35:00,4,0,0,28,1.9,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,9,no식사,1,0
525,797,797,1075,1.0,1900-01-01 20:50:00,1900-01-01 20:55:00,1,0,0,35,6.0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,20,식사,0,1
526,799,799,1077,1.0,1900-01-01 22:50:00,1900-01-01 22:55:00,0,0,0,18,21.7,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,22,no식사,1,0
527,801,801,1079,1.0,1900-01-01 22:10:00,1900-01-01 22:15:00,0,0,0,26,10.4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,1,0
528,802,802,1080,1.0,1900-01-01 22:30:00,1900-01-01 22:40:00,3,0,0,18,8.4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,22,no식사,1,0
529,805,805,1083,1.0,1900-01-01 22:35:00,1900-01-01 22:40:00,6,1,0,29,12.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,22,no식사,1,0
530,806,806,1086,1.0,1900-01-01 22:15:00,1900-01-01 22:25:00,3,0,0,10,15.2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,22,no식사,1,0
531,807,807,1088,3.0,1900-01-01 12:00:00,1900-01-01 12:05:00,1,0,0,44,1.7,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,12,식사,0,1
532,811,811,1095,1.0,1900-01-01 17:00:00,1900-01-01 17:05:00,0,0,0,28,10.7,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,17,식사,0,1
533,812,812,1098,1.0,1900-01-01 21:20:00,1900-01-01 21:25:00,2,0,0,24,12.7,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,21,식사,0,1
534,813,813,1100,1.0,1900-01-01 23:40:00,1900-01-01 23:55:00,3,0,0,12,12.5,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,23,no식사,1,0
535,815,815,1102,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,4,0,0,34,23.2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
536,816,816,1103,1.0,1900-01-01 23:00:00,1900-01-01 23:15:00,1,0,0,14,17.1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,23,no식사,1,0
537,818,818,1105,1.0,1900-01-01 11:10:00,1900-01-01 11:20:00,3,0,0,33,3.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
538,822,822,1110,1.0,1900-01-01 16:45:00,1900-01-01 17:00:00,0,0,0,31,16.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,16,no식사,1,0
539,823,823,1111,1.0,1900-01-01 09:25:00,1900-01-01 09:30:00,3,0,0,16,3.9,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,9,no식사,1,0
540,824,824,1112,1.0,1900-01-01 16:55:00,1900-01-01 17:10:00,5,1,0,17,7.9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,16,no식사,1,0
541,825,825,1113,1.0,1900-01-01 09:15:00,1900-01-01 09:20:00,5,1,0,28,5.1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,1,9,no식사,1,0
542,826,826,1114,1.0,1900-01-01 22:15:00,1900-01-01 22:30:00,3,0,0,20,6.8,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,22,no식사,1,0
543,827,827,1115,1.0,1900-01-01 14:40:00,1900-01-01 14:50:00,3,0,0,25,16.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,14,식사,0,1
544,828,828,1117,1.0,1900-01-01 10:15:00,1900-01-01 10:20:00,3,0,0,18,2.0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,10,no식사,1,0
545,830,830,1120,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,0,0,0,26,10.9,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
546,833,833,1123,1.0,1900-01-01 12:40:00,1900-01-01 12:45:00,5,1,0,33,9.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,12,식사,0,1
547,834,834,1124,1.0,1900-01-01 23:50:00,1900-01-01 00:05:00,5,1,0,23,9.4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,23,no식사,1,0
548,835,835,1125,1.0,1900-01-01 23:55:00,1900-01-01 00:00:00,2,0,0,26,22.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,23,no식사,1,0
549,837,837,1127,1.0,1900-01-01 22:30:00,1900-01-01 22:45:00,2,0,0,21,15.6,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,22,no식사,1,0
550,838,838,1128,1.0,1900-01-01 22:15:00,1900-01-01 22:20:00,5,1,0,26,20.1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,22,no식사,1,0
551,840,840,1131,1.0,1900-01-01 08:50:00,1900-01-01 09:00:00,5,1,0,16,2.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,8,no식사,1,0
552,841,841,1133,1.0,1900-01-01 12:00:00,1900-01-01 12:05:00,5,1,0,30,4.2,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,12,식사,0,1
553,842,842,1134,1.0,1900-01-01 11:30:00,1900-01-01 11:40:00,0,0,0,24,7.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,11,식사,0,1
554,843,843,1135,1.0,1900-01-01 21:45:00,1900-01-01 21:55:00,2,0,0,17,17.6,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21,식사,0,1
555,845,845,1137,1.0,1900-01-01 12:40:00,1900-01-01 12:50:00,0,0,0,23,7.9,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,12,식사,0,1
556,846,846,1138,1.0,1900-01-01 14:10:00,1900-01-01 14:20:00,5,1,0,27,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,14,식사,0,1
557,847,847,1139,1.0,1900-01-01 20:50:00,1900-01-01 21:05:00,0,0,0,25,10.9,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
558,848,848,1140,1.0,1900-01-01 23:30:00,1900-01-01 23:40:00,5,1,0,10,8.3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,23,no식사,1,0
559,852,852,1146,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,4,0,0,32,15.9,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,20,식사,0,1
560,853,853,1148,1.0,1900-01-01 20:10:00,1900-01-01 20:25:00,4,0,0,34,18.4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
561,854,854,1152,1.0,1900-01-01 11:45:00,1900-01-01 11:55:00,0,0,0,20,1.9,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,11,식사,0,1
562,856,856,1156,1.0,1900-01-01 23:55:00,1900-01-01 00:10:00,6,1,0,26,18.0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,23,no식사,1,0
563,857,857,1157,1.0,1900-01-01 08:35:00,1900-01-01 08:45:00,0,0,0,14,8.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,8,no식사,1,0
564,860,860,1160,1.0,1900-01-01 21:00:00,1900-01-01 21:05:00,0,0,0,15,18.1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
565,862,862,1162,1.0,1900-01-01 19:00:00,1900-01-01 19:10:00,0,0,0,47,33.3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,19,식사,0,1
566,863,863,1164,1.0,1900-01-01 21:35:00,1900-01-01 21:50:00,3,0,0,25,15.4,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,21,식사,0,1
567,864,864,1166,1.0,1900-01-01 09:25:00,1900-01-01 09:35:00,1,0,0,24,3.4,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,9,no식사,1,0
568,865,865,1167,1.0,1900-01-01 20:20:00,1900-01-01 20:35:00,4,0,0,28,30.8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,20,식사,0,1
569,869,869,1171,1.0,1900-01-01 22:30:00,1900-01-01 22:45:00,0,0,0,23,24.1,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,0,22,no식사,1,0
570,871,871,1173,1.0,1900-01-01 20:55:00,1900-01-01 21:00:00,2,0,0,43,29.5,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,20,식사,0,1
571,872,872,1174,1.0,1900-01-01 19:55:00,1900-01-01 20:00:00,6,1,0,42,7.0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,1,19,식사,0,1
572,873,873,1175,1.0,1900-01-01 23:15:00,1900-01-01 23:30:00,2,0,0,36,18.1,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,1,0,0,23,no식사,1,0
573,875,875,1177,3.0,1900-01-01 21:15:00,1900-01-01 21:25:00,0,0,0,48,34.8,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,21,식사,0,1
574,876,876,1179,1.0,1900-01-01 20:00:00,1900-01-01 20:10:00,2,0,0,28,14.9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,20,식사,0,1
575,881,881,1184,1.0,1900-01-01 21:30:00,1900-01-01 21:35:00,3,0,0,22,13.9,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,21,식사,0,1
576,882,882,1185,1.0,1900-01-01 18:10:00,1900-01-01 18:25:00,2,0,0,24,21.2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
577,883,883,1186,1.0,1900-01-01 17:15:00,1900-01-01 17:20:00,0,0,0,33,18.8,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
578,884,884,1187,1.0,1900-01-01 19:30:00,1900-01-01 19:35:00,4,0,0,37,29.0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,19,식사,0,1
579,886,886,1191,1.0,1900-01-01 10:45:00,1900-01-01 10:50:00,5,1,0,13,6.6,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,10,no식사,1,0
580,887,887,1194,1.0,1900-01-01 18:25:00,1900-01-01 18:40:00,2,0,0,17,11.8,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,1,0,0,18,식사,0,1
581,888,888,1195,1.0,1900-01-01 11:15:00,1900-01-01 11:25:00,2,0,0,42,6.8,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
582,890,890,1198,1.0,1900-01-01 11:45:00,1900-01-01 11:50:00,3,0,0,25,3.2,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,11,식사,0,1
583,891,891,1199,1.0,1900-01-01 21:30:00,1900-01-01 21:40:00,2,0,0,30,19.4,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,21,식사,0,1
584,892,892,1203,1.0,1900-01-01 17:35:00,1900-01-01 17:50:00,1,0,0,23,8.8,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,17,식사,0,1
585,893,893,1205,1.0,1900-01-01 18:15:00,1900-01-01 18:20:00,6,1,0,30,17.3,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,18,식사,0,1
586,894,894,1206,1.0,1900-01-01 18:55:00,1900-01-01 19:10:00,5,1,0,22,13.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
587,899,899,1212,1.0,1900-01-01 18:35:00,1900-01-01 18:50:00,6,1,0,16,13.8,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,18,식사,0,1
588,900,900,1213,1.0,1900-01-01 19:25:00,1900-01-01 19:40:00,6,1,0,30,6.6,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,19,식사,0,1
589,901,901,1214,1.0,1900-01-01 11:30:00,1900-01-01 11:40:00,3,0,0,27,3.6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,11,식사,0,1
590,902,902,1215,1.0,1900-01-01 23:25:00,1900-01-01 23:35:00,3,0,0,22,10.2,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,23,no식사,1,0
591,903,903,1216,1.0,1900-01-01 20:20:00,1900-01-01 20:30:00,5,1,0,20,9.6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
592,905,905,1218,1.0,1900-01-01 14:15:00,1900-01-01 14:25:00,5,1,0,30,10.7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,14,식사,0,1
593,906,906,1219,1.0,1900-01-01 09:30:00,1900-01-01 09:45:00,5,1,0,19,5.6,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,9,no식사,1,0
594,907,907,1220,1.0,1900-01-01 17:45:00,1900-01-01 17:55:00,0,0,0,35,23.8,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,17,식사,0,1
595,908,908,1221,1.0,1900-01-01 08:35:00,1900-01-01 08:50:00,0,0,0,18,10.3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,8,no식사,1,0
596,909,909,1222,1.0,1900-01-01 22:20:00,1900-01-01 22:30:00,0,0,0,21,14.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,22,no식사,1,0
597,910,910,1223,1.0,1900-01-01 10:15:00,1900-01-01 10:20:00,6,1,0,20,3.3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,10,no식사,1,0
598,911,911,1224,1.0,1900-01-01 21:30:00,1900-01-01 21:45:00,3,0,0,32,15.5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,21,식사,0,1
599,912,912,1225,1.0,1900-01-01 21:10:00,1900-01-01 21:15:00,4,0,0,14,25.5,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,21,식사,0,1
600,913,913,1226,1.0,1900-01-01 22:10:00,1900-01-01 22:25:00,1,0,0,18,31.9,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,22,no식사,1,0
601,914,914,1227,1.0,1900-01-01 12:35:00,1900-01-01 12:40:00,3,0,0,37,18.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,12,식사,0,1
602,916,916,1229,1.0,1900-01-01 14:55:00,1900-01-01 15:05:00,1,0,0,24,7.3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,14,식사,0,1
603,917,917,1230,1.0,1900-01-01 08:55:00,1900-01-01 09:05:00,5,1,0,18,5.5,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,0,0,8,no식사,1,0
604,918,918,1231,1.0,1900-01-01 09:45:00,1900-01-01 09:55:00,3,0,0,18,7.7,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,9,no식사,1,0
605,919,919,1234,1.0,1900-01-01 18:45:00,1900-01-01 18:55:00,3,0,0,37,19.1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,18,식사,0,1
606,920,920,1236,1.0,1900-01-01 11:35:00,1900-01-01 11:45:00,6,1,0,29,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,11,식사,0,1
607,921,921,1240,1.0,1900-01-01 13:50:00,1900-01-01 13:55:00,3,0,0,23,13.4,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,13,식사,0,1
608,922,922,1243,2.0,1900-01-01 21:30:00,1900-01-01 21:35:00,3,0,0,48,19.5,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,21,식사,0,1
609,924,924,1245,1.0,1900-01-01 21:30:00,1900-01-01 21:45:00,3,0,0,33,43.9,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,1,0,0,21,식사,0,1
610,927,927,1248,1.0,1900-01-01 15:30:00,1900-01-01 15:45:00,3,0,0,10,8.5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,15,no식사,1,0
611,929,929,1252,1.0,1900-01-01 23:50:00,1900-01-01 00:00:00,3,0,0,15,19.6,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,1,23,no식사,1,0
612,930,930,1253,1.0,1900-01-01 20:00:00,1900-01-01 20:10:00,2,0,0,32,11.3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,20,식사,0,1
613,932,932,1255,1.0,1900-01-01 18:40:00,1900-01-01 18:55:00,4,0,0,20,25.7,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,1,0,0,18,식사,0,1
614,935,935,1260,1.0,1900-01-01 18:25:00,1900-01-01 18:30:00,2,0,0,21,9.2,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,18,식사,0,1
615,936,936,1261,1.0,1900-01-01 18:15:00,1900-01-01 18:25:00,1,0,0,35,21.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,18,식사,0,1
616,937,937,1265,1.0,1900-01-01 18:10:00,1900-01-01 18:20:00,0,0,0,27,14.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,18,식사,0,1
617,938,938,1267,1.0,1900-01-01 17:45:00,1900-01-01 17:50:00,1,0,0,29,14.5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,17,식사,0,1
618,939,939,1268,1.0,1900-01-01 08:35:00,1900-01-01 08:40:00,0,0,0,20,5.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,8,no식사,1,0
619,940,940,1269,2.0,1900-01-01 17:55:00,1900-01-01 18:10:00,4,0,0,38,14.5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,17,식사,0,1
620,941,941,1270,1.0,1900-01-01 23:20:00,1900-01-01 23:35:00,0,0,0,28,48.4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,23,no식사,1,0
621,944,944,1275,1.0,1900-01-01 20:40:00,1900-01-01 20:55:00,3,0,0,22,8.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,20,식사,0,1
622,945,945,1277,1.0,1900-01-01 16:35:00,1900-01-01 16:45:00,2,0,0,25,11.2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,16,no식사,1,0
623,946,946,1279,1.0,1900-01-01 12:45:00,1900-01-01 12:50:00,6,1,0,17,10.2,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,12,식사,0,1
